HOME:41.251984,-81.814363,50
41.252194,-81.815915,43
41.252065,-81.817589,330
41.251742,-81.819649,46
41.251742,-81.822395,44
41.252452,-81.823597,51
41.253807,-81.82364,57
41.257001,-81.823554,59
41.257291,-81.821451,53
41.257259,-81.819005,49
41.257259,-81.817117,50
41.257259,-81.815143,47
41.257291,-81.813598,48
41.257323,-81.812353,52
41.257291,-81.81128,59
41.257388,-81.80995,54
41.257291,-81.808448,59
41.25742,-81.807032,51
41.257356,-81.805401,59
41.257388,-81.804028,59
41.255807,-81.803899,62
41.254775,-81.803513,70
41.25371,-81.803298,70
41.25271,-81.803298,71
41.251645,-81.802912,70
41.250484,-81.803813,59
41.249322,-81.805186,56
41.248483,-81.80656,36
41.248064,-81.807804,24
41.247676,-81.80995,23
41.247386,-81.81201,18
41.247418,-81.814885,21
41.247354,-81.81746,27
41.247386,-81.819735,20
41.247902,-81.821966,27
41.249548,-81.822138,28
41.250516,-81.819649,31
41.250161,-81.817632,35
41.250064,-81.814756,47
41.250161,-81.811624,38
41.250677,-81.808319,60
41.251516,-81.806087,75
41.25271,-81.805015,72
41.254323,-81.805186,62
41.255936,-81.805701,60
41.256194,-81.808019,55
41.256259,-81.811237,46
41.256162,-81.813512,39
