HOME:47.620564,-122.349577,50
47.621178,-122.348814,50
47.621670,-122.348299,50
47.622306,-122.347784,50
47.622913,-122.347441,50
47.623665,-122.347269,50
47.624562,-122.347183,50
47.625285,-122.347569,50
47.625488,-122.348728,50
47.625430,-122.349672,50
47.625343,-122.351089,50
47.625372,-122.352290,50
47.625314,-122.353492,50
47.625343,-122.354779,50
47.625343,-122.355766,50
47.625343,-122.356496,50
47.625372,-122.357140,50
47.625430,-122.357826,50
47.625574,-122.358427,50
47.625574,-122.359328,50
47.625574,-122.360229,50
47.625546,-122.360916,50
47.625459,-122.361517,50
47.625401,-122.362118,50
47.625256,-122.362676,50
47.624967,-122.363105,50
47.624736,-122.362976,50
47.624736,-122.362204,50
47.624851,-122.361388,50
47.624938,-122.360873,50
47.625054,-122.360144,50
47.624967,-122.359242,50
47.624938,-122.358642,50
47.624938,-122.357869,50
47.624851,-122.356796,50
47.624851,-122.355809,50
47.624794,-122.354994,50
47.624794,-122.353749,50
47.624794,-122.352591,50
47.624822,-122.351475,50
47.624822,-122.350788,50
47.624765,-122.350016,50
47.624794,-122.349157,50
47.624794,-122.348471,50
47.624244,-122.348342,50
47.623897,-122.348857,50
47.623955,-122.350187,50
47.624099,-122.351174,50
47.624215,-122.352333,50
47.624331,-122.353234,50
47.624331,-122.354050,50
47.624331,-122.355080,50
47.624360,-122.356110,50
47.624389,-122.357011,50
47.624389,-122.357697,50
47.624360,-122.358813,50
47.624360,-122.359929,50
47.624331,-122.360959,50
47.624244,-122.362118,50
47.624215,-122.363105,50
47.623694,-122.362847,50
47.623752,-122.361474,50
47.623810,-122.360144,50
47.623868,-122.358899,50
47.623897,-122.357526,50
47.623810,-122.356281,50
47.623810,-122.355123,50
47.623810,-122.354136,50
47.623810,-122.353234,50
47.623752,-122.352505,50
47.623694,-122.351475,50
47.623550,-122.350445,50
47.623492,-122.349501,50
47.623347,-122.348599,50
47.622566,-122.348857,50
47.622942,-122.349672,50
47.623000,-122.350574,50
47.623058,-122.351646,50
47.623145,-122.352762,50
47.623145,-122.353621,50
47.623174,-122.354693,50
47.623232,-122.355809,50
47.623203,-122.356539,50
47.623203,-122.357783,50
47.623203,-122.358942,50
47.623174,-122.360315,50
47.623203,-122.361045,50
47.623145,-122.361903,50
47.623087,-122.362890,50
47.622624,-122.362847,50
47.622624,-122.361345,50
47.622653,-122.360187,50
47.622711,-122.359028,50
47.622624,-122.358041,50
47.622595,-122.356582,50
47.622595,-122.355595,50
47.622624,-122.354779,50
47.622566,-122.353749,50
47.622595,-122.352848,50
47.622595,-122.352033,50
47.622451,-122.351260,50
47.622364,-122.350230,50
47.622219,-122.349501,50
47.621785,-122.350059,50
47.621843,-122.351131,50
47.622104,-122.352419,50
47.621930,-122.353578,50
47.622161,-122.354522,50
47.622132,-122.355423,50
47.622132,-122.356410,50
47.622132,-122.357225,50
47.622104,-122.358212,50
47.622075,-122.359114,50
47.622132,-122.360101,50
47.622132,-122.361045,50
47.622104,-122.361732,50
47.622075,-122.362375,50
47.621670,-122.362075,50
47.621727,-122.360787,50
47.621727,-122.359715,50
47.621785,-122.358470,50
47.621814,-122.356753,50
47.621814,-122.355208,50
47.621727,-122.354178,50
47.621612,-122.352891,50
47.621612,-122.352076,50
47.621467,-122.351046,50
47.621438,-122.350316,50
47.620975,-122.350359,50
47.620946,-122.351346,50
47.621033,-122.352977,50
47.621207,-122.354436,50
47.621265,-122.355552,50
47.621323,-122.356625,50
47.621351,-122.357697,50
47.621409,-122.358813,50
47.621409,-122.360058,50
47.621380,-122.361259,50
47.621120,-122.361817,50
47.620802,-122.361174,50
47.620975,-122.359500,50
47.620802,-122.358298,50
47.620918,-122.356753,50
47.620715,-122.355294,50
47.620889,-122.353878,50
47.620542,-122.352376,50
47.620744,-122.351217,50
47.620513,-122.350531,50
47.620484,-122.351303,50
47.620252,-122.351904,50
47.620137,-122.352977,50
