HOME:52.522854,13.396282,50
52.523324,13.399587,50
52.523063,13.403707,50
52.521861,13.405766,50
52.520686,13.405809,50
52.519120,13.405380,50
52.517683,13.405209,50
52.516482,13.404136,50
52.516221,13.400702,50
52.522749,13.394780,50
52.522671,13.393278,50
52.522566,13.391132,50
52.522070,13.389974,50
52.520556,13.388515,50
52.519250,13.388557,50
52.517788,13.388858,50
52.516848,13.389201,50
52.516064,13.391776,50
52.515934,13.393664,50
52.515907,13.395424,50
52.515934,13.396883,50
