OPTIONS:60,True,True,Feet
HOME:48.857713,2.291207,500
48.857092,2.29228,50
48.856329,2.293267,350
48.855623,2.295027,50
48.85472,2.296185,250
48.853477,2.298288,50
48.852913,2.299361,550
48.852263,2.300649,50
48.852517,2.302408,50
48.853167,2.303653,50
48.853929,2.304425,350
48.854946,2.303696,50
48.856414,2.300949,550
48.857233,2.299361,650
48.85808,2.297988,50
48.858758,2.296443,50
48.859972,2.294683,350
48.861581,2.291422,50
48.862795,2.288804,50
48.862174,2.287087,550
48.860988,2.286272,50
48.860056,2.286658,50
48.859012,2.287989,50
